date,gve_sum,gve_ha
1980,1391006.7882,0.4991
1981,1378550.2024,0.4946
1982,1366093.6166,0.4901
1983,1353637.0308,0.4857
1984,1341180.445,0.4812
1985,1328723.8592,0.4767
1986,1325109.2996,0.4754
1987,1321494.7399,0.4741
1988,1317880.1803,0.4728
1989,1314265.6207,0.4715
1990,1310651.0611,0.4702
1991,1294340.167,0.4644
1992,1278029.273,0.4585
1993,1261718.379,0.4527
1994,1245407.485,0.4468
1995,1229096.591,0.441
1996,1212785.6969,0.4351
1997,1187720.7173,0.4261
1998,1182727.5388,0.4244
1999,1215240.5762,0.436
2000,1215058.5303,0.436
2001,1229046.3086,0.441
2002,1223981.6717,0.4392
2003,1206480.8178,0.4329
2004,1197469.6188,0.4296
2005,1215564.7862,0.4361
2006,1223118.5115,0.4388
2007,1219962.0367,0.4377
2008,1239816.514,0.4448
2009,1223104.9406,0.4388
2010,1225437.1264,0.4397
2011,1218592.6564,0.4372
2012,1216977.3851,0.4366
2013,1206597.1359,0.4329
2014,1198302.5011,0.4299
2015,1189978.1962,0.427
2016,1184032.1719,0.4248
2017,1178599.652,0.4229
2018,1177569.8463,0.4225
2019,1159550.8692,0.416
2020,1152728.141,0.4136
